SI	UId	Type	Genotype	emmean	SE	df	lower.CL	upper.CL	Ion	p.adj_agfull	estimate_agfull	Significance_agfull	p.value_intra	p.adj_intra	estimate_intra	Significance_intra	Significance_intra_s
aba2.1_Cu63	SynCom_aba2.1_Cu63	SynCom	aba2.1	-0.0673048461148635	0.275897631577803	242	-0.610772176268943	0.476162484039216	Cu63	0.990781866924866	-0.00598494586202747	NoSignificant	0.0188487670944102	0.0459687231247642	-0.922544381370862	Significant	*
aba2.1_Cu63	NB_aba2.1_Cu63	NB	aba2.1	-0.989849227485725	0.275897631577803	242	-1.5333165576398	-0.446381897331646	Cu63	0.206946832214845	0.50654059273788	NoSignificant	0.0188487670944102	0.0459687231247642	-0.922544381370862	Significant	*
aba2.1_Fe56	NB_aba2.1_Fe56	NB	aba2.1	0.524782834735452	0.265680920413838	242	0.00144053685324186	1.04812513261766	Fe56	0.207122835454119	-0.487165505073607	NoSignificant	0.495483963448477	0.640692910230916	0.256490001986471	NoSignificant	NA
aba2.1_Fe56	SynCom_aba2.1_Fe56	SynCom	aba2.1	0.268292832748981	0.265680920413838	242	-0.25504946513323	0.791635130631191	Fe56	0.161989618937918	-0.536572729767846	NoSignificant	0.495483963448477	0.640692910230916	0.256490001986471	NoSignificant	NA
aba2.1_K39	SynCom_aba2.1_K39	SynCom	aba2.1	0.737969909494623	0.210408085472279	242	0.323504878386865	1.15243494060238	K39	0.54225480817354	-0.208278318141173	NoSignificant	0.00724188837647938	0.0196516970967375	-0.805939375240907	Significant	*
aba2.1_K39	NB_aba2.1_K39	NB	aba2.1	-0.0679694657462835	0.210408085472279	242	-0.482434496854041	0.346495565361474	K39	0.849456170443009	0.0720201497179568	NoSignificant	0.00724188837647938	0.0196516970967375	-0.805939375240907	Significant	*
aba2.1_Mg24	SynCom_aba2.1_Mg24	SynCom	aba2.1	-0.135983765928452	0.226525854014428	242	-0.582197821439028	0.310230289582123	Mg24	0.443552479064461	-0.271653260926623	NoSignificant	0.000359773546889664	0.00147481638370373	1.15943822937182	Significant	*
aba2.1_Mg24	NB_aba2.1_Mg24	NB	aba2.1	1.02345446344337	0.226525854014428	242	0.577240407932792	1.46966851895394	Mg24	0.714370947172965	-0.141009870096195	NoSignificant	0.000359773546889664	0.00147481638370373	1.15943822937182	Significant	*
aba2.1_Mn55	SynCom_aba2.1_Mn55	SynCom	aba2.1	0.440484274752604	0.175206614910121	242	0.095359633102007	0.7856089164032	Mn55	0.888777378287379	-0.0469955264321936	NoSignificant	0.33972156551192	0.488455385238532	-0.237027050404617	NoSignificant	NA
aba2.1_Mn55	NB_aba2.1_Mn55	NB	aba2.1	0.203457224347986	0.175206614910121	242	-0.14166741730261	0.548581865998583	Mn55	0.0349773524230889	-0.500244363397903	Up	0.33972156551192	0.488455385238532	-0.237027050404617	NoSignificant	NA
aba2.1_Mo98	NB_aba2.1_Mo98	NB	aba2.1	-0.202786649374518	0.240535011882967	242	-0.676596156071033	0.271022857321996	Mo98	0.797919993003316	0.106735289681039	NoSignificant	0.0030053484511439	0.00909471939665536	1.01966187812301	Significant	*
aba2.1_Mo98	SynCom_aba2.1_Mo98	SynCom	aba2.1	-1.22244852749753	0.240535011882967	242	-1.69625803419404	-0.748639020801012	Mo98	0.00336023921538837	0.931063488426596	Down	0.0030053484511439	0.00909471939665536	1.01966187812301	Significant	*
aba2.1_Na23	SynCom_aba2.1_Na23	SynCom	aba2.1	-0.613127292522294	0.148288537430537	242	-0.905228297771775	-0.321026287272813	Na23	0.738099279090563	-0.0851739186657556	NoSignificant	0.0853351100591349	0.166634100047905	0.362298619629781	NoSignificant	NA
aba2.1_Na23	NB_aba2.1_Na23	NB	aba2.1	-0.250828672892512	0.148288537430537	242	-0.542929678141993	0.0412723323569686	Na23	0.710833296774888	-0.094457024665319	NoSignificant	0.0853351100591349	0.166634100047905	0.362298619629781	NoSignificant	NA
aba2.1_P31	SynCom_aba2.1_P31	SynCom	aba2.1	-0.537424128820111	0.169026528292368	242	-0.870375142320789	-0.204473115319432	P31	0.655056804167285	0.127773647940154	NoSignificant	0.0237073324025232	0.0559299515455446	-0.544106028320746	NoSignificant	NA
aba2.1_P31	NB_aba2.1_P31	NB	aba2.1	-1.08153015714086	0.169026528292368	242	-1.41448117064154	-0.748579143640179	P31	1.05331705821959e-11	1.50130606362983	Down	0.0237073324025232	0.0559299515455446	-0.544106028320746	NoSignificant	NA
aba2.1_Rb85	SynCom_aba2.1_Rb85	SynCom	aba2.1	0.707900771883117	0.194241119543636	242	0.325281674934653	1.09051986883158	Rb85	0.170639293645563	-0.38387070154342	NoSignificant	0.00416876054656288	0.0118696728862726	-0.794592472356231	Significant	*
aba2.1_Rb85	NB_aba2.1_Rb85	NB	aba2.1	-0.0866917004731135	0.194241119543636	242	-0.469310797421577	0.29592739647535	Rb85	0.755157238610042	0.103335680145204	NoSignificant	0.00416876054656288	0.0118696728862726	-0.794592472356231	Significant	*
aba2.1_S34	NB_aba2.1_S34	NB	aba2.1	-1.7080840702066	0.171449894578574	242	-2.0458086672934	-1.3703594731198	S34	4.8901760603226e-07	1.11581419336995	Down	0.0436778663538806	0.0942007714647127	-0.491670827170242	NoSignificant	NA
aba2.1_S34	SynCom_aba2.1_S34	SynCom	aba2.1	-1.21641324303636	0.171449894578574	242	-1.55413784012316	-0.878688645949561	S34	1.39065633902388e-06	1.06911353211801	Down	0.0436778663538806	0.0942007714647127	-0.491670827170242	NoSignificant	NA
aba2.1_Sr88	NB_aba2.1_Sr88	NB	aba2.1	-0.0537602568424165	0.221566823856689	242	-0.490205939697643	0.38268542601281	Sr88	0.310055031520808	-0.332682070122198	NoSignificant	0.0871870307198657	0.169107730725109	-0.538132154776379	NoSignificant	NA
aba2.1_Sr88	SynCom_aba2.1_Sr88	SynCom	aba2.1	0.484371897933963	0.221566823856689	242	0.0479262150787363	0.920817580789189	Sr88	0.586393377377872	-0.195566084598167	NoSignificant	0.0871870307198657	0.169107730725109	-0.538132154776379	NoSignificant	NA
aba2.1_Zn66	SynCom_aba2.1_Zn66	SynCom	aba2.1	-0.0336958686710868	0.302164040401602	242	-0.628903168445674	0.5615114311035	Zn66	0.884281202722095	-0.0856666240212153	NoSignificant	0.945679541905559	0.974227420486018	0.0291452497409294	NoSignificant	NA
aba2.1_Zn66	NB_aba2.1_Zn66	NB	aba2.1	-0.00455061893015739	0.302164040401602	242	-0.599757918704744	0.590656680844429	Zn66	0.995424642488918	0.00200284880502765	NoSignificant	0.945679541905559	0.974227420486018	0.0291452497409294	NoSignificant	NA
abi4.1_As75	SynCom_abi4.1_As75	SynCom	abi4.1	-1.08013525876963	0.233123826813889	242	-1.5393461009552	-0.620924416584062	As75	0.127569254114531	0.505547484168441	NoSignificant	7.28459666733455e-06	4.82732136547755e-05	1.51159598253583	Significant	*
abi4.1_As75	NB_abi4.1_As75	NB	abi4.1	0.431460723766199	0.233123826813889	242	-0.0277501184193685	0.890671565951767	As75	0.00751524786091252	-0.825236152627363	Up	7.28459666733455e-06	4.82732136547755e-05	1.51159598253583	Significant	*
abi4.1_B11	SynCom_abi4.1_B11	SynCom	abi4.1	0.0393700716251461	0.270728809752535	242	-0.493915635071871	0.572655778322163	B11	0.147605319542084	-0.563341622349358	NoSignificant	0.197863603945934	0.311621697767711	0.494362644508526	NoSignificant	NA
abi4.1_B11	NB_abi4.1_B11	NB	abi4.1	0.533732716133672	0.270728809752535	242	0.000447009436655432	1.06701842283069	B11	0.00942125391690427	-0.930494819053218	Up	0.197863603945934	0.311621697767711	0.494362644508526	NoSignificant	NA
abi4.1_Ca43	NB_abi4.1_Ca43	NB	abi4.1	-1.00695415486981	0.190514800145223	242	-1.38223309147265	-0.631675218266957	Ca43	0.164681311960039	0.381802604830189	NoSignificant	4.33247508948874e-05	0.00023624250959665	-1.12219017639596	Significant	*
abi4.1_Ca43	SynCom_abi4.1_Ca43	SynCom	abi4.1	0.115236021526157	0.190514800145223	242	-0.260042915076691	0.490514958129005	Ca43	0.000136465413041008	0.950083785232997	Down	4.33247508948874e-05	0.00023624250959665	-1.12219017639596	Significant	*
abi4.1_Cd111	SynCom_abi4.1_Cd111	SynCom	abi4.1	-0.194842907818922	0.312555799056429	242	-0.810520051062069	0.420834235424226	Cd111	0.402951985751678	0.403291602675012	NoSignificant	0.846437975388026	0.90937016686669	-0.0856958608138769	NoSignificant	NA
abi4.1_Cd111	NB_abi4.1_Cd111	NB	abi4.1	-0.280538768632799	0.312555799056429	242	-0.896215911875946	0.335138374610349	Cd111	0.827926348216017	0.118273005450617	NoSignificant	0.846437975388026	0.90937016686669	-0.0856958608138769	NoSignificant	NA
abi4.1_Co59	SynCom_abi4.1_Co59	SynCom	abi4.1	0.00374054306275863	0.252545510794796	242	-0.493727426158794	0.501208512284312	Co59	0.511413860089379	-0.267378299583976	NoSignificant	0.10065319270913	0.192005100283423	-0.588583682257993	NoSignificant	NA
abi4.1_Co59	NB_abi4.1_Co59	NB	abi4.1	-0.584843139195235	0.252545510794796	242	-1.08231110841679	-0.0873751699736819	Co59	0.8193458632141	-0.0999886031853518	NoSignificant	0.10065319270913	0.192005100283423	-0.588583682257993	NoSignificant	NA
abi4.1_Cu63	SynCom_abi4.1_Cu63	SynCom	abi4.1	0.24746130239023	0.275897631577803	242	-0.296006027763849	0.79092863254431	Cu63	0.459813674860221	-0.320751094367121	NoSignificant	0.0297386919824117	0.0682101744675951	-0.853117042755482	NoSignificant	NA
abi4.1_Cu63	NB_abi4.1_Cu63	NB	abi4.1	-0.605655740365252	0.275897631577803	242	-1.14912307051933	-0.0621884102111724	Cu63	0.797919993003316	0.122347105617406	NoSignificant	0.0297386919824117	0.0682101744675951	-0.853117042755482	NoSignificant	NA
abi4.1_Fe56	NB_abi4.1_Fe56	NB	abi4.1	-0.201786666086028	0.265680920413838	242	-0.725128963968238	0.321555631796183	Fe56	0.580576473128218	0.239403995747873	NoSignificant	0.0382291387973532	0.0849863162495005	0.782939895893627	NoSignificant	NA
abi4.1_Fe56	SynCom_abi4.1_Fe56	SynCom	abi4.1	-0.984726561979655	0.265680920413838	242	-1.50806885986187	-0.461384264097444	Fe56	0.0489917221904473	0.71644666496079	Down	0.0382291387973532	0.0849863162495005	0.782939895893627	NoSignificant	NA
abi4.1_K39	SynCom_abi4.1_K39	SynCom	abi4.1	2.05819468328712	0.210408085472279	242	1.64372965217937	2.47265971439488	K39	2.01375084486457e-08	-1.52850309193367	Up	0.196443988692973	0.31108116565627	-0.385438102639025	NoSignificant	NA
abi4.1_K39	NB_abi4.1_K39	NB	abi4.1	1.6727565806481	0.210408085472279	242	1.25829154954034	2.08722161175586	K39	9.54011452420473e-10	-1.66870589667643	Up	0.196443988692973	0.31108116565627	-0.385438102639025	NoSignificant	NA
abi4.1_Mg24	SynCom_abi4.1_Mg24	SynCom	abi4.1	-0.728466070700987	0.226525854014428	242	-1.17468012621156	-0.282252015190412	Mg24	0.345522880882376	0.320829043845912	NoSignificant	0.100179811794506	0.191734871580214	0.528681850180541	NoSignificant	NA
abi4.1_Mg24	NB_abi4.1_Mg24	NB	abi4.1	-0.199784220520447	0.226525854014428	242	-0.645998276031022	0.246429834990129	Mg24	0.000261950644838391	1.08222881386762	Down	0.100179811794506	0.191734871580214	0.528681850180541	NoSignificant	NA
abi4.1_Mn55	SynCom_abi4.1_Mn55	SynCom	abi4.1	-0.120213584375119	0.175206614910121	242	-0.465338226025716	0.224911057275478	Mn55	0.029759090117698	0.513702332695529	Down	9.4198996375824e-05	0.00046937086125195	-0.984084145950998	Significant	*
abi4.1_Mn55	NB_abi4.1_Mn55	NB	abi4.1	-1.10429773032612	0.175206614910121	242	-1.44942237197671	-0.75917308867552	Mn55	0.00043782306165159	0.8075105912762	Down	9.4198996375824e-05	0.00046937086125195	-0.984084145950998	Significant	*
abi4.1_Mo98	NB_abi4.1_Mo98	NB	abi4.1	-0.714476058177716	0.240535011882967	242	-1.18828556487423	-0.240666551481201	Mo98	0.0626853140196533	0.618424698484237	NoSignificant	0.0800385823591404	0.160077164718281	0.597961524041286	NoSignificant	NA
abi4.1_Mo98	SynCom_abi4.1_Mo98	SynCom	abi4.1	-1.312437582219	0.240535011882967	242	-1.78624708891552	-0.838628075522487	Mo98	0.00121252793988342	1.02105254314807	Down	0.0800385823591404	0.160077164718281	0.597961524041286	NoSignificant	NA
abi4.1_Na23	NB_abi4.1_Na23	NB	abi4.1	-1.05273660287237	0.148288537430537	242	-1.34483760812185	-0.760635597622892	Na23	0.000265751790777581	0.707450905314541	Down	0.673831859366766	0.78051065072944	0.088373991808684	NoSignificant	NA
abi4.1_Na23	SynCom_abi4.1_Na23	SynCom	abi4.1	-1.14111059468106	0.148288537430537	242	-1.43321159993054	-0.849009589431575	Na23	0.0267996672277031	0.442809383493007	Down	0.673831859366766	0.78051065072944	0.088373991808684	NoSignificant	NA
abi4.1_P31	SynCom_abi4.1_P31	SynCom	abi4.1	-0.701436314386746	0.169026528292368	242	-1.03438732788742	-0.368485300886067	P31	0.239313759827984	0.29178583350679	NoSignificant	0.391263517184431	0.54225480817354	-0.205303358413702	NoSignificant	NA
abi4.1_P31	NB_abi4.1_P31	NB	abi4.1	-0.906739672800448	0.169026528292368	242	-1.23969068630113	-0.573788659299769	P31	1.36800076538201e-09	1.32651557928943	Down	0.391263517184431	0.54225480817354	-0.205303358413702	NoSignificant	NA
abi4.1_Rb85	SynCom_abi4.1_Rb85	SynCom	abi4.1	2.42326758401312	0.194241119543636	242	2.04064848706465	2.80588668096158	Rb85	3.67703771716273e-16	-2.09923751367342	Up	0.0693627193870783	0.141666614154527	-0.501090878261285	NoSignificant	NA
abi4.1_Rb85	NB_abi4.1_Rb85	NB	abi4.1	1.92217670575183	0.194241119543636	242	1.53955760880337	2.3047958027003	Rb85	7.31470341610512e-14	-1.90553272607974	Up	0.0693627193870783	0.141666614154527	-0.501090878261285	NoSignificant	NA
abi4.1_S34	SynCom_abi4.1_S34	SynCom	abi4.1	0.312143748352757	0.171449894578574	242	-0.0255808487340428	0.649868345439556	S34	0.0506844960880214	-0.459443459271103	NoSignificant	0.412262239798803	0.562255854100663	-0.199147136180736	NoSignificant	NA
abi4.1_S34	NB_abi4.1_S34	NB	abi4.1	0.112996612172021	0.171449894578574	242	-0.224727984914779	0.45072120925882	S34	0.00172783805128681	-0.705266489008669	Up	0.412262239798803	0.562255854100663	-0.199147136180736	NoSignificant	NA
abi4.1_Sr88	NB_abi4.1_Sr88	NB	abi4.1	-0.771144371753209	0.221566823856689	242	-1.20759005460844	-0.334698688897983	Sr88	0.236085081328572	0.384702044788595	NoSignificant	0.00314616081231918	0.00936398821964491	-0.934706552109101	Significant	*
abi4.1_Sr88	SynCom_abi4.1_Sr88	SynCom	abi4.1	0.163562180355892	0.221566823856689	242	-0.272883502499335	0.600007863211118	Sr88	0.742656220184716	0.125243632979904	NoSignificant	0.00314616081231918	0.00936398821964491	-0.934706552109101	Significant	*
abi4.1_Zn66	SynCom_abi4.1_Zn66	SynCom	abi4.1	-0.220796009177519	0.302164040401602	242	-0.816003308952106	0.374411290597068	Zn66	0.85265202431673	0.101433516485217	NoSignificant	0.682091721136828	0.78692418127163	0.175247921819414	NoSignificant	NA
abi4.1_Zn66	NB_abi4.1_Zn66	NB	abi4.1	-0.0455480873581046	0.302164040401602	242	-0.640755387132691	0.549659212416482	Zn66	0.947145770225927	0.0430003172329748	NoSignificant	0.682091721136828	0.78692418127163	0.175247921819414	NoSignificant	NA
Col-0_As75	SynCom_Col-0_As75	SynCom	Col-0	-0.574587774601188	0.134594104165515	242	-0.83971327795182	-0.309462271250556	As75	NA	NA	NA	0.343100576674007	0.492089660837657	0.180812345740024	NoSignificant	NA
Col-0_As75	NB_Col-0_As75	NB	Col-0	-0.393775428861164	0.134594104165515	242	-0.658900932211796	-0.128649925510532	As75	NA	NA	NA	0.343100576674007	0.492089660837657	0.180812345740024	NoSignificant	NA
Col-0_B11	SynCom_Col-0_B11	SynCom	Col-0	-0.523971550724212	0.156305351188013	242	-0.831864197040715	-0.21607890440771	B11	NA	NA	NA	0.565501163838899	0.698418104057444	0.127209447804667	NoSignificant	NA
Col-0_B11	NB_Col-0_B11	NB	Col-0	-0.396762102919545	0.156305351188013	242	-0.704654749236048	-0.0888694566030427	B11	NA	NA	NA	0.565501163838899	0.698418104057444	0.127209447804667	NoSignificant	NA
Col-0_Ca43	NB_Col-0_Ca43	NB	Col-0	-0.625151550039616	0.109993771148452	242	-0.841818945108467	-0.408484154970766	Ca43	NA	NA	NA	1.15498256759856e-22	1.33515984814394e-20	-1.69047135679877	Significant	*
Col-0_Ca43	SynCom_Col-0_Ca43	SynCom	Col-0	1.06531980675915	0.109993771148452	242	0.848652411690303	1.281987201828	Ca43	NA	NA	NA	1.15498256759856e-22	1.33515984814394e-20	-1.69047135679877	Significant	*
Col-0_Cd111	SynCom_Col-0_Cd111	SynCom	Col-0	0.20844869485609	0.180454174722008	242	-0.147012669529241	0.563910059241421	Cd111	NA	NA	NA	0.147619473159995	0.25243803398366	-0.370714458038271	NoSignificant	NA
Col-0_Cd111	NB_Col-0_Cd111	NB	Col-0	-0.162265763182182	0.180454174722008	242	-0.517727127567513	0.193195601203149	Cd111	NA	NA	NA	0.147619473159995	0.25243803398366	-0.370714458038271	NoSignificant	NA
Col-0_Co59	SynCom_Col-0_Co59	SynCom	Col-0	-0.263637756521217	0.145807218640007	242	-0.550851022464497	0.0235755094220628	Co59	NA	NA	NA	0.0421736366705894	0.0916404586300776	-0.421193985859369	NoSignificant	NA
Col-0_Co59	NB_Col-0_Co59	NB	Col-0	-0.684831742380587	0.145807218640007	242	-0.972045008323867	-0.397618476437307	Co59	NA	NA	NA	0.0421736366705894	0.0916404586300776	-0.421193985859369	NoSignificant	NA
Col-0_Cu63	SynCom_Col-0_Cu63	SynCom	Col-0	-0.073289791976891	0.159289571860225	242	-0.387060801337116	0.240481217383334	Cu63	NA	NA	NA	0.0699750897165864	0.142414091042912	-0.410018842770955	NoSignificant	NA
Col-0_Cu63	NB_Col-0_Cu63	NB	Col-0	-0.483308634747846	0.159289571860225	242	-0.797079644108071	-0.169537625387621	Cu63	NA	NA	NA	0.0699750897165864	0.142414091042912	-0.410018842770955	NoSignificant	NA
Col-0_Fe56	NB_Col-0_Fe56	NB	Col-0	0.0376173296618448	0.153390950919477	242	-0.264534486898767	0.339769146222456	Fe56	NA	NA	NA	0.159783691267308	0.266152661534593	0.30589722668071	NoSignificant	NA
Col-0_Fe56	SynCom_Col-0_Fe56	SynCom	Col-0	-0.268279897018865	0.153390950919477	242	-0.570431713579477	0.0338719195417466	Fe56	NA	NA	NA	0.159783691267308	0.266152661534593	0.30589722668071	NoSignificant	NA
Col-0_K39	NB_Col-0_K39	NB	Col-0	0.00405068397167336	0.121479164787094	242	-0.235240813308077	0.243342181251424	K39	NA	NA	NA	0.00246545301065064	0.00757995659657485	-0.525640907381776	Significant	*
Col-0_K39	SynCom_Col-0_K39	SynCom	Col-0	0.52969159135345	0.121479164787094	242	0.290400094073699	0.7689830886332	K39	NA	NA	NA	0.00246545301065064	0.00757995659657485	-0.525640907381776	Significant	*
Col-0_Mg24	NB_Col-0_Mg24	NB	Col-0	0.882444593347172	0.13078476279364	242	0.624822788281947	1.1400663984124	Mg24	NA	NA	NA	2.90390213817192e-11	5.5948514528779e-10	1.29008162020225	Significant	*
Col-0_Mg24	SynCom_Col-0_Mg24	SynCom	Col-0	-0.407637026855075	0.13078476279364	242	-0.665258831920301	-0.15001522178985	Mg24	NA	NA	NA	2.90390213817192e-11	5.5948514528779e-10	1.29008162020225	Significant	*
Col-0_Mn55	SynCom_Col-0_Mn55	SynCom	Col-0	0.39348874832041	0.101155586282162	242	0.194230943559465	0.592746553081355	Mn55	NA	NA	NA	2.4769128147903e-06	1.76747605796148e-05	-0.690275887370327	Significant	*
Col-0_Mn55	NB_Col-0_Mn55	NB	Col-0	-0.296787139049917	0.101155586282162	242	-0.496044943810862	-0.0975293342889717	Mn55	NA	NA	NA	2.4769128147903e-06	1.76747605796148e-05	-0.690275887370327	Significant	*
Col-0_Mo98	SynCom_Col-0_Mo98	SynCom	Col-0	-0.291385039070931	0.138872953860161	242	-0.564939085306768	-0.0178309928350944	Mo98	NA	NA	NA	0.320928730996088	0.464904276981801	0.195333679377452	NoSignificant	NA
Col-0_Mo98	NB_Col-0_Mo98	NB	Col-0	-0.0960513596934791	0.138872953860161	242	-0.369605405929316	0.177502686542358	Mo98	NA	NA	NA	0.320928730996088	0.464904276981801	0.195333679377452	NoSignificant	NA
Col-0_Na23	SynCom_Col-0_Na23	SynCom	Col-0	-0.698301211188049	0.0856144270032565	242	-0.866945805199397	-0.529656617176701	Na23	NA	NA	NA	0.00388290062251162	0.0111104780188699	0.353015513630218	Significant	*
Col-0_Na23	NB_Col-0_Na23	NB	Col-0	-0.345285697557831	0.0856144270032565	242	-0.513930291569179	-0.176641103546483	Na23	NA	NA	NA	0.00388290062251162	0.0111104780188699	0.353015513630218	Significant	*
Col-0_P31	NB_Col-0_P31	NB	Col-0	0.419775906488978	0.0975875116097868	242	0.227546549217402	0.612005263760553	P31	NA	NA	NA	6.78188962098197e-09	7.68614157044623e-08	0.829426387368934	Significant	*
Col-0_P31	SynCom_Col-0_P31	SynCom	Col-0	-0.409650480879957	0.0975875116097868	242	-0.601879838151532	-0.217421123608381	P31	NA	NA	NA	6.78188962098197e-09	7.68614157044623e-08	0.829426387368934	Significant	*
Col-0_Rb85	SynCom_Col-0_Rb85	SynCom	Col-0	0.324030070339697	0.112145162656212	242	0.10312483171941	0.544935308959984	Rb85	NA	NA	NA	0.0537673551022117	0.112599750902458	-0.307386090667606	NoSignificant	NA
Col-0_Rb85	NB_Col-0_Rb85	NB	Col-0	0.0166439796720907	0.112145162656212	242	-0.204261258948196	0.237549218292378	Rb85	NA	NA	NA	0.0537673551022117	0.112599750902458	-0.307386090667606	NoSignificant	NA
Col-0_S34	SynCom_Col-0_S34	SynCom	Col-0	-0.147299710918346	0.0989866427874724	242	-0.342285097958367	0.0476856761216756	S34	NA	NA	NA	0.00167260076012189	0.00552436136771688	-0.444970165918302	Significant	*
Col-0_S34	NB_Col-0_S34	NB	Col-0	-0.592269876836648	0.0989866427874724	242	-0.78725526387667	-0.397284489796627	S34	NA	NA	NA	0.00167260076012189	0.00552436136771688	-0.444970165918302	Significant	*
Col-0_Sr88	SynCom_Col-0_Sr88	SynCom	Col-0	0.288805813335796	0.12792166539715	242	0.036823780852681	0.540787845818911	Sr88	NA	NA	NA	0.000236317972090516	0.00104268540357495	-0.67524814030041	Significant	*
Col-0_Sr88	NB_Col-0_Sr88	NB	Col-0	-0.386442326964614	0.12792166539715	242	-0.638424359447729	-0.134460294481499	Sr88	NA	NA	NA	0.000236317972090516	0.00104268540357495	-0.67524814030041	Significant	*
Col-0_Zn66	NB_Col-0_Zn66	NB	Col-0	-0.00254777012512974	0.17445449006529	242	-0.346190864873618	0.341095324623358	Zn66	NA	NA	NA	0.636298538228974	0.752025293055671	0.116814722567172	NoSignificant	NA
Col-0_Zn66	SynCom_Col-0_Zn66	SynCom	Col-0	-0.119362492692302	0.17445449006529	242	-0.46300558744079	0.224280602056186	Zn66	NA	NA	NA	0.636298538228974	0.752025293055671	0.116814722567172	NoSignificant	NA
ein3.1_As75	SynCom_ein3.1_As75	SynCom	ein3.1	-0.347149618531533	0.233123826813889	242	-0.8063604607171	0.112061223654035	As75	0.550409183246929	-0.227438156069655	NoSignificant	0.000288616608398244	0.00120884347575496	1.21291048611059	Significant	*
ein3.1_As75	NB_ein3.1_As75	NB	ein3.1	0.865760867579059	0.233123826813889	242	0.406550025393491	1.32497170976463	As75	3.22535488483599e-05	-1.25953629644022	Up	0.000288616608398244	0.00120884347575496	1.21291048611059	Significant	*
ein3.1_B11	SynCom_ein3.1_B11	SynCom	ein3.1	0.237792212474019	0.270728809752535	242	-0.295493494222998	0.771077919171036	B11	0.038060951172759	-0.761763763198231	Up	0.375574443775646	0.524352725851023	-0.339878731741124	NoSignificant	NA
ein3.1_B11	NB_ein3.1_B11	NB	ein3.1	-0.102086519267105	0.270728809752535	242	-0.635372225964121	0.431199187429912	B11	0.496180528166738	-0.294675583652441	NoSignificant	0.375574443775646	0.524352725851023	-0.339878731741124	NoSignificant	NA
ein3.1_Ca43	SynCom_ein3.1_Ca43	SynCom	ein3.1	1.04990063378244	0.190514800145223	242	0.674621697179594	1.42517957038529	Ca43	0.974227420486018	0.0154191729767114	NoSignificant	7.68811264426163e-10	1.08383636789835e-08	-1.72616206445493	Significant	*
ein3.1_Ca43	NB_ein3.1_Ca43	NB	ein3.1	-0.676261430672486	0.190514800145223	242	-1.05154036727533	-0.300982494069638	Ca43	0.888777378287379	0.0511098806328693	NoSignificant	7.68811264426163e-10	1.08383636789835e-08	-1.72616206445493	Significant	*
